gene_mouse,gene_upper
Rps19bp1,RPS19BP1
Cacna1i,CACNA1I
Enthd1,ENTHD1
Grap2,GRAP2
Fam83f,FAM83F
A430088P11Rik,A430088P11RIK
Tnrc6b,TNRC6B
Adsl,ADSL
Sgsm3,SGSM3
Mkl1,MKL1
4930483J18Rik,4930483J18RIK
Mchr1,MCHR1
Slc25a17,SLC25A17
St13,ST13
Xpnpep3,XPNPEP3
Dnajb7,DNAJB7
Rbx1,RBX1
Ep300,EP300
L3mbtl2,L3MBTL2
Chadl,CHADL
Rangap1,RANGAP1
Zc3h7b,ZC3H7B
Tef,TEF
Tob2,TOB2
Phf5a,PHF5A
Aco2,ACO2
Polr3h,POLR3H
Csdc2,CSDC2
Pmm1,PMM1
1700029P11Rik,1700029P11RIK
Xrcc6,XRCC6
4930407I10Rik,4930407I10RIK
Mei1,MEI1
Ccdc134,CCDC134
Srebf2,SREBF2
Tnfrsf13c,TNFRSF13C
Cenpm,CENPM
1500009C09Rik,1500009C09RIK
Sept3,SEPT3
Wbp2nl,WBP2NL
Naga,NAGA
Ndufa6,NDUFA6
Cyp2d22,CYP2D22
Cyp2d11,CYP2D11
Cyp2d10,CYP2D10
Cyp2d9,CYP2D9
Cyp2d12,CYP2D12
Cyp2d34,CYP2D34
Cyp2d13,CYP2D13
Cyp2d37-ps,CYP2D37-PS
Cyp2d40,CYP2D40
Cyp2d26,CYP2D26
Tcf20,TCF20
Gm20324,GM20324
Nfam1,NFAM1
Serhl,SERHL
Rrp7a,RRP7A
Poldip3,POLDIP3
Rnu12,RNU12
Cyb5r3,CYB5R3
A4galt,A4GALT
Arfgap3,ARFGAP3
1700001L05Rik,1700001L05RIK
Pacsin2,PACSIN2
Ttll1,TTLL1
Bik,BIK
Mcat,MCAT
Tspo,TSPO
Ttll12,TTLL12
Scube1,SCUBE1
Mpped1,MPPED1
Efcab6,EFCAB6
Sult4a1,SULT4A1
Pnpla5,PNPLA5
Pnpla3,PNPLA3
Samm50,SAMM50
Parvb,PARVB
Parvg,PARVG
Prr5,PRR5
Gm20556,GM20556
Arhgap8,ARHGAP8
Phf21b,PHF21B
Nup50,NUP50
5031439G07Rik,5031439G07RIK
Upk3a,UPK3A
Fam118a,FAM118A
Smc1b,SMC1B
Ribc2,RIBC2
Gm19277,GM19277
Fbln1,FBLN1
Atxn10,ATXN10
7530416G11Rik,7530416G11RIK
Wnt7b,WNT7B
AU022754,AU022754
Mirlet7b,MIRLET7B
Ppara,PPARA
Pkdrej,PKDREJ
Ttc38,TTC38
Gtse1,GTSE1
Trmu,TRMU
Celsr1,CELSR1
Gramd4,GRAMD4
Cerk,CERK
Tbc1d22a,TBC1D22A
Fam19a5,FAM19A5
Brd1,BRD1
Zbed4,ZBED4
Alg12,ALG12
Creld2,CRELD2
Pim3,PIM3
Ttll8,TTLL8
Mlc1,MLC1
Mov10l1,MOV10L1
Panx2,PANX2
1810021B22Rik,1810021B22RIK
Trabd,TRABD
Tubgcp6,TUBGCP6
Hdac10,HDAC10
Mapk12,MAPK12
Mapk11,MAPK11
Plxnb2,PLXNB2
Ppp6r2,PPP6R2
Sbf1,SBF1
Adm2,ADM2
Miox,MIOX
Lmf2,LMF2
Ncaph2,NCAPH2
Sco2,SCO2
Tymp,TYMP
Odf3b,ODF3B
Syce3,SYCE3
Cpt1b,CPT1B
Chkb,CHKB
Mapk8ip2,MAPK8IP2
Arsa,ARSA
Shank3,SHANK3
Acr,ACR
Rabl2,RABL2
Syt10,SYT10
Alg10b,ALG10B
Cpne8,CPNE8
Kif21a,KIF21A
Abcd2,ABCD2
Slc2a13,SLC2A13
Lrrk2,LRRK2
Smgc,SMGC
Cntn1,CNTN1
Pdzrn4,PDZRN4
Gxylt1,GXYLT1
Yaf2,YAF2
Zcrb1,ZCRB1
Pphln1,PPHLN1
Prickle1,PRICKLE1
9430014N10Rik,9430014N10RIK
Adamts20,ADAMTS20
Pus7l,PUS7L
Irak4,IRAK4
Twf1,TWF1
Tmem117,TMEM117
Nell2,NELL2
Dbx2,DBX2
Ano6,ANO6
D030018L15Rik,D030018L15RIK
2610037D02Rik,2610037D02RIK
Arid2,ARID2
Scaf11,SCAF11
Slc38a1,SLC38A1
Slc38a2,SLC38A2
Slc38a4,SLC38A4
Amigo2,AMIGO2
Rpap3,RPAP3
Endou,ENDOU
Rapgef3,RAPGEF3
Slc48a1,SLC48A1
Hdac7,HDAC7
Vdr,VDR
Tmem106c,TMEM106C
Col2a1,COL2A1
Senp1,SENP1
Pfkm,PFKM
Asb8,ASB8
Olfr287,OLFR287
H1fnt,H1FNT
Zfp641,ZFP641
Lalba,LALBA
Snora2b,SNORA2B
Ccnt1,CCNT1
9330020H09Rik,9330020H09RIK
4930415O20Rik,4930415O20RIK
Adcy6,ADCY6
Cacnb3,CACNB3
Ddx23,DDX23
Rnd1,RND1
Ccdc65,CCDC65
Fkbp11,FKBP11
Arf3,ARF3
Wnt10b,WNT10B
Wnt1,WNT1
Ddn,DDN
Prkag1,PRKAG1
Rhebl1,RHEBL1
Dhh,DHH
Lmbr1l,LMBR1L
Tuba1b,TUBA1B
Tuba1a,TUBA1A
4930578M01Rik,4930578M01RIK
Tuba1c,TUBA1C
Prph,PRPH
Troap,TROAP
C1ql4,C1QL4
Dnajc22,DNAJC22
Spats2,SPATS2
Kcnh3,KCNH3
Mcrs1,MCRS1
1700120C14Rik,1700120C14RIK
Fam186b,FAM186B
Prpf40b,PRPF40B
Fmnl3,FMNL3
Tmbim6,TMBIM6
Nckap5l,NCKAP5L
Bcdin3d,BCDIN3D
Faim2,FAIM2
Aqp2,AQP2
Aqp5,AQP5
Aqp6,AQP6
Racgap1,RACGAP1
Smarcd1,SMARCD1
Gpd1,GPD1
Lima1,LIMA1
Larp4,LARP4
2310068J16Rik,2310068J16RIK
Dip2b,DIP2B
Atf1,ATF1
Tmprss12,TMPRSS12
Mettl7a1,METTL7A1
Mettl7a3,METTL7A3
Mettl7a2,METTL7A2
Slc11a2,SLC11A2
Gm5475,GM5475
Letmd1,LETMD1
Csrnp2,CSRNP2
Tfcp2,TFCP2
Pou6f1,POU6F1
C330013E15Rik,C330013E15RIK
Dazap2,DAZAP2
Smagp,SMAGP
Cela1,CELA1
Galnt6,GALNT6
I730030J21Rik,I730030J21RIK
Slc4a8,SLC4A8
Scn8a,SCN8A
Fignl2,FIGNL2
Ankrd33,ANKRD33
Acvrl1,ACVRL1
Acvr1b,ACVR1B
A330009N23Rik,A330009N23RIK
Grasp,GRASP
Nr4a1,NR4A1
6030408B16Rik,6030408B16RIK
Krt80,KRT80
Krt7,KRT7
Krt81,KRT81
Krt86,KRT86
Krt84,KRT84
Krt82,KRT82
Krt75,KRT75
Gm5478,GM5478
Krt6b,KRT6B
Krt6a,KRT6A
Krt5,KRT5
Krt71,KRT71
Krt73,KRT73
Krt2,KRT2
Krt1,KRT1
Krt77,KRT77
Krt76,KRT76
Krt4,KRT4
Krt79,KRT79
Krt78,KRT78
Krt8,KRT8
Krt18,KRT18
Eif4b,EIF4B
Spryd3,SPRYD3
Igfbp6,IGFBP6
Soat2,SOAT2
Csad,CSAD
Zfp740,ZFP740
Itgb7,ITGB7
Rarg,RARG
Mfsd5,MFSD5
Espl1,ESPL1
Pfdn5,PFDN5
Myg1,MYG1
Aaas,AAAS
Sp7,SP7
Sp1,SP1
Amhr2,AMHR2
Prr13,PRR13
Pcbp2,PCBP2
Map3k12,MAP3K12
Tarbp2,TARBP2
Npff,NPFF
Atf7,ATF7
Atp5g2,ATP5G2
Mir688,MIR688
Calcoco1,CALCOCO1
Hoxc13,HOXC13
Hoxc12,HOXC12
Hotair,HOTAIR
Hoxc11,HOXC11
Hoxc10,HOXC10
Hoxc9,HOXC9
Hoxc8,HOXC8
Hoxc6,HOXC6
Hoxc5,HOXC5
Hoxc4,HOXC4
D930007P13Rik,D930007P13RIK
Smug1,SMUG1
Cbx5,CBX5
Hnrnpa1,HNRNPA1
Gm5643,GM5643
Nfe2,NFE2
Copz1,COPZ1
Gpr84,GPR84
Zfp385a,ZFP385A
Itga5,ITGA5
Gtsf1,GTSF1
Nckap1l,NCKAP1L
Pde1b,PDE1B
Ppp1r1a,PPP1R1A
Glycam1,GLYCAM1
Mucl1,MUCL1
Mefv,MEFV
Zfp263,ZFP263
Zfp174,ZFP174
Zfp597,ZFP597
1700037C18Rik,1700037C18RIK
Cluap1,CLUAP1
Nlrc3,NLRC3
Slx4,SLX4
Dnase1,DNASE1
Trap1,TRAP1
Crebbp,CREBBP
Gm5766,GM5766
Adcy9,ADCY9
Srl,SRL
Tfap4,TFAP4
Glis2,GLIS2
Pam16,PAM16
Coro7,CORO7
Vasn,VASN
Dnaja3,DNAJA3
Nmral1,NMRAL1
Hmox2,HMOX2
4930562C15Rik,4930562C15RIK
Mgrn1,MGRN1
Gm16861,GM16861
Nudt16l1,NUDT16L1
Anks3,ANKS3
Sept12,SEPT12
Rogdi,ROGDI
Glyr1,GLYR1
Ubn1,UBN1
Ppl,PPL
Sec14l5,SEC14L5
Nagpa,NAGPA
AU021092,AU021092
Alg1,ALG1
Rbfox1,RBFOX1
1700123O21Rik,1700123O21RIK
Mettl22,METTL22
Abat,ABAT
Tmem186,TMEM186
Pmm2,PMM2
Carhsp1,CARHSP1
Usp7,USP7
1810013L24Rik,1810013L24RIK
Grin2a,GRIN2A
Rpl39l,RPL39L
Atf7ip2,ATF7IP2
Emp2,EMP2
Tekt5,TEKT5
Nubp1,NUBP1
Ciita,CIITA
Dexi,DEXI
Clec16a,CLEC16A
Socs1,SOCS1
Tnp2,TNP2
Prm3,PRM3
Prm2,PRM2
Prm1,PRM1
Litaf,LITAF
Snn,SNN
Txndc11,TXNDC11
Zc3h7a,ZC3H7A
Rsl1d1,RSL1D1
2610020C07Rik,2610020C07RIK
Gspt1,GSPT1
Tnfrsf17,TNFRSF17
Snx29,SNX29
Cpped1,CPPED1
Gm9961,GM9961
Shisa9,SHISA9
Ercc4,ERCC4
Mkl2,MKL2
2310015D24Rik,2310015D24RIK
Parn,PARN
3110001I22Rik,3110001I22RIK
Pla2g10,PLA2G10
Rrn3,RRN3
Ntan1,NTAN1
Pdxdc1,PDXDC1
Mpv17l,MPV17L
Ifitm7,IFITM7
2900011O08Rik,2900011O08RIK
Nde1,NDE1
Myh11,MYH11
Abcc1,ABCC1
A630010A05Rik,A630010A05RIK
Snai2,SNAI2
Efcab1,EFCAB1
Ube2v2,UBE2V2
Mcm4,MCM4
Prkdc,PRKDC
Mzt2,MZT2
Cebpd,CEBPD
Pkp2,PKP2
Yars2,YARS2
Dnm1l,DNM1L
Fgd4,FGD4
4933404G15Rik,4933404G15RIK
Rpl31-ps12,RPL31-PS12
Igll1,IGLL1
Vpreb1,VPREB1
Top3b,TOP3B
Ppm1f,PPM1F
Mapk1,MAPK1
Ypel1,YPEL1
Ppil2,PPIL2
2610318N02Rik,2610318N02RIK
Sdf2l1,SDF2L1
Ccdc116,CCDC116
Ydjc,YDJC
Ube2l3,UBE2L3
Rimbp3,RIMBP3
Hic2,HIC2
Tmem191c,TMEM191C
Pi4ka,PI4KA
Serpind1,SERPIND1
Snap29,SNAP29
Crkl,CRKL
Aifm3,AIFM3
Lztr1,LZTR1
Thap7,THAP7
P2rx6,P2RX6
Slc7a4,SLC7A4
Smpd4,SMPD4
Ccdc74a,CCDC74A
Med15,MED15
Klhl22,KLHL22
Scarf2,SCARF2
Car15,CAR15
Dgcr2,DGCR2
Tssk1,TSSK1
Tssk2,TSSK2
Slc25a1,SLC25A1
Vpreb2,VPREB2
Dgcr6,DGCR6
Prodh,PRODH
Rtn4r,RTN4R
Zdhhc8,ZDHHC8
Ranbp1,RANBP1
Trmt2a,TRMT2A
Dgcr8,DGCR8
Comt,COMT
Txnrd2,TXNRD2
Gnb1l,GNB1L
Tbx1,TBX1
Gp1bb,GP1BB
Sept5,SEPT5
Cldn5,CLDN5
Cdc45,CDC45
2510002D24Rik,2510002D24RIK
Mrpl40,MRPL40
Hira,HIRA
Olfr164,OLFR164
Olfr165,OLFR165
Olfr171,OLFR171
Lamp3,LAMP3
B3gnt5,B3GNT5
A930003A15Rik,A930003A15RIK
Klhl6,KLHL6
Klhl24,KLHL24
Yeats2,YEATS2
Map6d1,MAP6D1
Parl,PARL
Cyp2ab1,CYP2AB1
Abcc5,ABCC5
Eif2b5,EIF2B5
Dvl3,DVL3
Ap2m1,AP2M1
Gm15760,GM15760
Abcf3,ABCF3
Vwa5b2,VWA5B2
Alg3,ALG3
Ece2,ECE2
Camk2n2,CAMK2N2
Psmd2,PSMD2
Eif4g1,EIF4G1
Fam131a,FAM131A
Clcn2,CLCN2
Polr2h,POLR2H
Thpo,THPO
Chrd,CHRD
Ephb3,EPHB3
Vps8,VPS8
2510009E07Rik,2510009E07RIK
Ehhadh,EHHADH
1300002E11Rik,1300002E11RIK
Map3k13,MAP3K13
Tmem41a,TMEM41A
Liph,LIPH
Senp2,SENP2
Igf2bp2,IGF2BP2
Tra2b,TRA2B
Etv5,ETV5
Dgkg,DGKG
Crygs,CRYGS
Tbccd1,TBCCD1
Dnajb11,DNAJB11
Ahsg,AHSG
Fetub,FETUB
Hrg,HRG
Kng2,KNG2
Kng1,KNG1
Eif4a2,EIF4A2
Snord2,SNORD2
Snora81,SNORA81
Rfc4,RFC4
Adipoq,ADIPOQ
St6gal1,ST6GAL1
Rtp1,RTP1
Masp1,MASP1
Rtp4,RTP4
Sst,SST
Bcl6,BCL6
Lpp,LPP
A230028O05Rik,A230028O05RIK
Tprg,TPRG
Trp63,TRP63
Cldn1,CLDN1
Cldn16,CLDN16
Tmem207,TMEM207
Il1rap,IL1RAP
Ostn,OSTN
Ccdc50,CCDC50
Fgf12,FGF12
Hrasls,HRASLS
Atp13a5,ATP13A5
Atp13a4,ATP13A4
Opa1,OPA1
Gm1968,GM1968
4632428C04Rik,4632428C04RIK
Hes1,HES1
Cpn2,CPN2
Lrrc15,LRRC15
Gp5,GP5
Atp13a3,ATP13A3
Tmem44,TMEM44
Lsg1,LSG1
Fam43a,FAM43A
Acap2,ACAP2
Ppp1r2,PPP1R2
Apod,APOD
Bdh1,BDH1
Dlg1,DLG1
Pigz,PIGZ
0610012G03Rik,0610012G03RIK
Ncbp2,NCBP2
Senp5,SENP5
Pak2,PAK2
Pigx,PIGX
Bex6,BEX6
Fbxo45,FBXO45
Wdr53,WDR53
Rnf168,RNF168
Ubxn7,UBXN7
Tm4sf19,TM4SF19
Tctex1d2,TCTEX1D2
Pcyt1a,PCYT1A
Zdhhc19,ZDHHC19
Tfrc,TFRC
Tnk2,TNK2
Muc20,MUC20
Fyttd1,FYTTD1
Lrch3,LRCH3
Iqcg,IQCG
Rpl35a,RPL35A
Lmln,LMLN
Osbpl11,OSBPL11
Snx4,SNX4
1700007L15Rik,1700007L15RIK
Zfp148,ZFP148
Slc12a8,SLC12A8
Heg1,HEG1
Muc13,MUC13
Itgb5,ITGB5
Umps,UMPS
Kalrn,KALRN
Ccdc14,CCDC14
Mylk,MYLK
1700119H24Rik,1700119H24RIK
Adcy5,ADCY5
Sec22a,SEC22A
Pdia5,PDIA5
Sema5b,SEMA5B
Dirc2,DIRC2
Hspbap1,HSPBAP1
Parp14,PARP14
Dtx3l,DTX3L
Parp9,PARP9
Kpna1,KPNA1
Wdr5b,WDR5B
Fam162a,FAM162A
Ccdc58,CCDC58
Stfa2l1,STFA2L1
Gm5483,GM5483
Gm5416,GM5416
2010005H15Rik,2010005H15RIK
Stfa1,STFA1
BC117090,BC117090
BC100530,BC100530
Stfa2,STFA2
Stfa3,STFA3
Casr,CASR
Cd86,CD86
Ildr1,ILDR1
Slc15a2,SLC15A2
Eaf2,EAF2
Iqcb1,IQCB1
4930565N06Rik,4930565N06RIK
Golgb1,GOLGB1
Hcls1,HCLS1
Fbxo40,FBXO40
Polq,POLQ
Stxbp5l,STXBP5L
Gtf2e1,GTF2E1
Rabl3,RABL3
Hgd,HGD
Ndufb4,NDUFB4
Fstl1,FSTL1
Lrrc58,LRRC58
Gpr156,GPR156
Gsk3b,GSK3B
Nr1i2,NR1I2
Cox17,COX17
Popdc2,POPDC2
Pla1a,PLA1A
Adprh,ADPRH
Cd80,CD80
Poglut1,POGLUT1
Tmem39a,TMEM39A
Arhgap31,ARHGAP31
B4galt4,B4GALT4
Upk1b,UPK1B
Igsf11,IGSF11
Lsamp,LSAMP
Gap43,GAP43
4932412D23Rik,4932412D23RIK
BC002163,BC002163
Zbtb20,ZBTB20
Mir568,MIR568
Tigit,TIGIT
Drd3,DRD3
Zdhhc23,ZDHHC23
Gramd1c,GRAMD1C
Atp6v1a,ATP6V1A
Naa50,NAA50
Sidt1,SIDT1
Spice1,SPICE1
Boc,BOC
Gtpbp8,GTPBP8
Cd200r1,CD200R1
Cd200r4,CD200R4
Cd200r2,CD200R2
Cd200r3,CD200R3
Ccdc80,CCDC80
Slc35a5,SLC35A5
Atg3,ATG3
Btla,BTLA
Cd200,CD200
Gm609,GM609
BC016579,BC016579
Tmprss7,TMPRSS7
Tagln3,TAGLN3
Abhd10,ABHD10
Phldb2,PHLDB2
Plcxd2,PLCXD2
Cd96,CD96
Dppa4,DPPA4
Dppa2,DPPA2
Gm5485,GM5485
Morc1,MORC1
Trat1,TRAT1
Retnlb,RETNLB
Retnla,RETNLA
Retnlg,RETNLG
Dzip3,DZIP3
Myh15,MYH15
Ift57,IFT57
Cd47,CD47
Bbx,BBX
G730013B05Rik,G730013B05RIK
Ccdc54,CCDC54
Cblb,CBLB
Alcam,ALCAM
Zpld1,ZPLD1
Nfkbiz,NFKBIZ
Cep97,CEP97
Rpl24,RPL24
Zbtb11,ZBTB11
Pcnp,PCNP
Senp7,SENP7
Impg2,IMPG2
Abi3bp,ABI3BP
Tfg,TFG
Tmem45a,TMEM45A
Tomm70a,TOMM70A
Nit2,NIT2
Tbc1d23,TBC1D23
Tmem30c,TMEM30C
Filip1l,FILIP1L
Col8a1,COL8A1
Dcbld2,DCBLD2
St3gal6,ST3GAL6
E330017A01Rik,E330017A01RIK
Cpox,CPOX
Gpr15,GPR15
Olfr183,OLFR183
Gabrr3,GABRR3
Crybg3,CRYBG3
Arl6,ARL6
Epha6,EPHA6
Nsun3,NSUN3
Arl13b,ARL13B
Stx19,STX19
Pros1,PROS1
Epha3,EPHA3
4930453N24Rik,4930453N24RIK
Zfp654,ZFP654
Cggbp1,CGGBP1
Htr1f,HTR1F
Pou1f1,POU1F1
Chmp2b,CHMP2B
Vgll3,VGLL3
Cadm2,CADM2
1700010K23Rik,1700010K23RIK
Speer2,SPEER2
Gbe1,GBE1
D16Ertd519e,D16ERTD519E
Robo1,ROBO1
Robo2,ROBO2
Rbm11,RBM11
Hspa13,HSPA13
Samsn1,SAMSN1
Nrip1,NRIP1
Usp25,USP25
E330011O21Rik,E330011O21RIK
Cxadr,CXADR
Btg3,BTG3
D16Ertd472e,D16ERTD472E
Chodl,CHODL
Tmprss15,TMPRSS15
Ncam2,NCAM2
Mrpl39,MRPL39
Jam2,JAM2
Atp5j,ATP5J
Gabpa,GABPA
App,APP
Gm10791,GM10791
Cyyr1,CYYR1
Adamts1,ADAMTS1
Adamts5,ADAMTS5
N6amt1,N6AMT1
Ltn1,LTN1
Rwdd2b,RWDD2B
Usp16,USP16
Cct8,CCT8
B130034C11Rik,B130034C11RIK
Bach1,BACH1
Grik1,GRIK1
Cldn17,CLDN17
Cldn8,CLDN8
Krtap24-1,KRTAP24-1
2310079G19Rik,2310079G19RIK
Krtap26-1,KRTAP26-1
Krtap27-1,KRTAP27-1
2310061N02Rik,2310061N02RIK
Krtap13-1,KRTAP13-1
Krtap13,KRTAP13
2310034C09Rik,2310034C09RIK
2310057N15Rik,2310057N15RIK
Krtap15,KRTAP15
Krtap8-1,KRTAP8-1
Krtap7-1,KRTAP7-1
Krtap11-1,KRTAP11-1
Tiam1,TIAM1
Sod1,SOD1
Scaf4,SCAF4
Hunk,HUNK
Mrap,MRAP
Urb1,URB1
Synj1,SYNJ1
4930404I05Rik,4930404I05RIK
4932438H23Rik,4932438H23RIK
Olig2,OLIG2
Olig1,OLIG1
Ifnar2,IFNAR2
Il10rb,IL10RB
Ifnar1,IFNAR1
Ifngr2,IFNGR2
Tmem50b,TMEM50B
Dnajc28,DNAJC28
Gart,GART
Son,SON
Donson,DONSON
Gm10785,GM10785
Cryzl1,CRYZL1
Itsn1,ITSN1
Atp5o,ATP5O
Slc5a3,SLC5A3
Mrps6,MRPS6
Kcne2,KCNE2
Kcne1,KCNE1
Rcan1,RCAN1
2410124H12Rik,2410124H12RIK
Clic6,CLIC6
Runx1,RUNX1
1810053B23Rik,1810053B23RIK
1700029J03Rik,1700029J03RIK
Setd4,SETD4
Cbr1,CBR1
Cbr3,CBR3
Dopey2,DOPEY2
Morc3,MORC3
Chaf1b,CHAF1B
Cldn14,CLDN14
Sim2,SIM2
Hlcs,HLCS
Ripply3,RIPPLY3
Pigp,PIGP
Ttc3,TTC3
Dscr3,DSCR3
Dyrk1a,DYRK1A
Kcnj6,KCNJ6
Kcnj15,KCNJ15
Erg,ERG
Ets2,ETS2
Psmg1,PSMG1
Brwd1,BRWD1
Hmgn1,HMGN1
Wrb,WRB
Lca5l,LCA5L
Sh3bgr,SH3BGR
B3galt5,B3GALT5
Igsf5,IGSF5
Itgb2l,ITGB2L
Pcp4,PCP4
Dscam,DSCAM
Bace2,BACE2
Mx1,MX1
Fam3b,FAM3B
Mx2,MX2
Tmprss2,TMPRSS2
Ripk4,RIPK4
Prdm15,PRDM15
C2cd2,C2CD2
A630089N07Rik,A630089N07RIK
Pisd-ps2,PISD-PS2
Scaf8,SCAF8
Tiam2,TIAM2
Tfb1m,TFB1M
Cldn20,CLDN20
Arid1b,ARID1B
Ldhal6b,LDHAL6B
Zdhhc14,ZDHHC14
3300005D01Rik,3300005D01RIK
Snx9,SNX9
Synj2,SYNJ2
Serac1,SERAC1
Gtf2h5,GTF2H5
Tulp4,TULP4
Tmem181a,TMEM181A
Dynlt1a,DYNLT1A
Dynlt1b,DYNLT1B
Tmem181b-ps,TMEM181B-PS
Dynlt1f,DYNLT1F
Tmem181c-ps,TMEM181C-PS
Sytl3,SYTL3
Ezr,EZR
Mir692-1,MIR692-1
Rsph3b,RSPH3B
Tagap1,TAGAP1
Rnaset2b,RNASET2B
Rps6ka2,RPS6KA2
Tcp10a,TCP10A
Ttll2,TTLL2
Fndc1,FNDC1
Tagap,TAGAP
Rsph3a,RSPH3A
Fgfr1op,FGFR1OP
Ccr6,CCR6
Sft2d1,SFT2D1
Prr18,PRR18
T2,T2
T,T
Pde10a,PDE10A
1700010I14Rik,1700010I14RIK
6530411M01Rik,6530411M01RIK
Pabpc6,PABPC6
Qk,QK
1700110C19Rik,1700110C19RIK
Pacrg,PACRG
Agpat4,AGPAT4
Map3k4,MAP3K4
4732491K20Rik,4732491K20RIK
Plg,PLG
Slc22a3,SLC22A3
Slc22a2,SLC22A2
Slc22a1,SLC22A1
Igf2r,IGF2R
Airn,AIRN
Mas1,MAS1
Mrgprh,MRGPRH
Pnldc1,PNLDC1
Mrpl18,MRPL18
Tcp1,TCP1
Acat3,ACAT3
Acat2,ACAT2
Wtap,WTAP
Sod2,SOD2
Tcp10b,TCP10B
Unc93a,UNC93A
Tcp10c,TCP10C
Smok4a,SMOK4A
Tcte2,TCTE2
Gm7168,GM7168
Dact2,DACT2
Smoc2,SMOC2
Thbs2,THBS2
Wdr27,WDR27
1600012H06Rik,1600012H06RIK
Phf10,PHF10
9030025P20Rik,9030025P20RIK
Gm3435,GM3435
Gm5091,GM5091
Dll1,DLL1
Fam120b,FAM120B
Psmb1,PSMB1
Tbp,TBP
Pdcd2,PDCD2
Prdm9,PRDM9
Chd1,CHD1
Rgmb,RGMB
Zfp960,ZFP960
Zfp97,ZFP97
Riok2,RIOK2
Lix1,LIX1
Lnpep,LNPEP
Vmn2r90,VMN2R90
Mirlet7e,MIRLET7E
Has1,HAS1
Fpr1,FPR1
Fpr2,FPR2
Fpr3,FPR3
Vmn2r95,VMN2R95
Vmn2r96,VMN2R96
Vmn2r97,VMN2R97
Ppp2r1a,PPP2R1A
Zfp160,ZFP160
Zfp677,ZFP677
Zfp54,ZFP54
Zfp51,ZFP51
Zfp53,ZFP53
Zfp52,ZFP52
Zfp948,ZFP948
Gm10509,GM10509
Zfp760,ZFP760
Zfp229,ZFP229
Zfp820,ZFP820
Zfp942,ZFP942
Zfp943,ZFP943
Zfp947,ZFP947
Zfp944,ZFP944
Zfp758,ZFP758
Zfp946,ZFP946
Zfp945,ZFP945
Vmn2r-ps129,VMN2R-PS129
Zfp40,ZFP40
Zfp213,ZFP213
Zfp13,ZFP13
Zscan10,ZSCAN10
Mmp25,MMP25
Thoc6,THOC6
Hcfc1r1,HCFC1R1
Tnfrsf12a,TNFRSF12A
Cldn6,CLDN6
Cldn9,CLDN9
Pkmyt1,PKMYT1
Paqr4,PAQR4
Kremen2,KREMEN2
9530082P21Rik,9530082P21RIK
Flywch1,FLYWCH1
Flywch2,FLYWCH2
Srrm2,SRRM2
Prss33,PRSS33
Prss41,PRSS41
Prss32,PRSS32
Dcpp1,DCPP1
Dcpp2,DCPP2
Dcpp3,DCPP3
Sbp,SBP
Sbpl,SBPL
Prss30,PRSS30
Prss22,PRSS22
Prss27,PRSS27
Kctd5,KCTD5
Pdpk1,PDPK1
Amdhd2,AMDHD2
Atp6v0c-ps2,ATP6V0C-PS2
Atp6v0c,ATP6V0C
Tbc1d24,TBC1D24
Ntn3,NTN3
Ccnf,CCNF
Abca17,ABCA17
Abca3,ABCA3
D330041H03Rik,D330041H03RIK
Rnps1,RNPS1
Eci1,ECI1
Dnase1l2,DNASE1L2
E4f1,E4F1
Pgp,PGP
Mlst8,MLST8
Caskin1,CASKIN1
Traf7,TRAF7
Rab26,RAB26
Pkd1,PKD1
Tsc2,TSC2
Nthl1,NTHL1
Slc9a3r2,SLC9A3R2
Npw,NPW
Zfp598,ZFP598
Syngr3,SYNGR3
Gfer,GFER
Noxo1,NOXO1
Tbl3,TBL3
Rnf151,RNF151
Snhg9,SNHG9
Snora78,SNORA78
Rps2,RPS2
Snora64,SNORA64
Ndufb10,NDUFB10
Rpl3l,RPL3L
Hs3st6,HS3ST6
Fahd1,FAHD1
Hagh,HAGH
Igfals,IGFALS
Nubp2,NUBP2
Spsb3,SPSB3
Eme2,EME2
Mrps34,MRPS34
Nme3,NME3
Mapk8ip3,MAPK8IP3
Cramp1l,CRAMP1L
Ift140,IFT140
Tmem204,TMEM204
Telo2,TELO2
Ptx4,PTX4
Clcn7,CLCN7
Ccdc154,CCDC154
BC003965,BC003965
Unkl,UNKL
Gnptg,GNPTG
Baiap3,BAIAP3
Ube2i,UBE2I
Prss34,PRSS34
Prss28,PRSS28
Prss29,PRSS29
Tpsab1,TPSAB1
Tpsb2,TPSB2
Tpsg1,TPSG1
Cacna1h,CACNA1H
Tekt4,TEKT4
Sstr5,SSTR5
Sox8,SOX8
2810468N07Rik,2810468N07RIK
Lmf1,LMF1
Gng13,GNG13
Chtf18,CHTF18
Rpusd1,RPUSD1
Mslnl,MSLNL
Msln,MSLN
Narfl,NARFL
Haghl,HAGHL
Ccdc78,CCDC78
Fam173a,FAM173A
Metrn,METRN
Fbxl16,FBXL16
Wdr24,WDR24
Jmjd8,JMJD8
Stub1,STUB1
Rhbdl1,RHBDL1
Rhot2,RHOT2
Wdr90,WDR90
Wfikkn1,WFIKKN1
Rab40c,RAB40C
Gm10012,GM10012
Pigq,PIGQ
Nhlrc4,NHLRC4
Rab11fip3,RAB11FIP3
Decr2,DECR2
Nme4,NME4
Tmem8,TMEM8
Mrpl28,MRPL28
Axin1,AXIN1
Pdia2,PDIA2
Arhgdig,ARHGDIG
